t_sec	Fx_pN	Fy_pN	Fz_pN	x_px	y_px	z_px	x_um	y_um	z_um
-4417.336	0.00425136	-0.0224162	0.0037744	80.53	84.78	25.14	10.468835	11.021803	3.268239
-1121.257	-0.00045623	-0.0593348	0.0146204	81.14	101.68	24.84	10.548538	13.21827	3.229096
-552.403	-0.00090853	-0.0635589	0.0159543	83.39	108.29	25.39	10.841337	14.07744	3.300219
-169.75	0.00012226	-0.0555821	0.0134141	83.68	111.11	26.54	10.878387	14.44417	3.450239
30.733	-0.00002336	-0.0562554	0.0136378	83.38	108.97	25.82	10.839452	14.16571	3.356704
151.456	0.00014136	-0.0549988	0.0132419	84.75	113.65	25.62	11.016954	14.77398	3.331224
419.238	0.00021849	-0.0537423	0.012868	85.05	113.10	25.77	11.055928	14.703	3.350113
539.496	-0.00025075	-0.057428	0.0140275	84.18	113.17	25.67	10.942815	14.71223	3.336931
660.755	-0.00150207	-0.0671959	0.0171527	82.33	114.39	25.69	10.702913	14.87018	3.339921
780.698	-0.00178141	-0.068923	0.0177297	83.31	114.84	25.75	10.830755	14.92881	3.347708
902.43	-0.00141627	-0.0658194	0.0167395	84.07	114.46	24.01	10.929659	14.88006	3.121092
1023.012	-0.00125894	-0.0645556	0.0163338	85.45	114.63	26.22	11.108214	14.90229	3.408821
1143.129	-0.00163862	-0.0674842	0.0172912	86.45	114.08	26.23	11.23785	14.8304	3.409822
1263.056	-0.00196559	-0.0701069	0.0181469	85.47	113.99	25.54	11.111516	14.81844	3.319888
1379.495	-0.00222119	-0.0720556	0.0187712	86.42	114.90	24.93	11.234652	14.93661	3.240354
1499.404	-0.00425251	-0.0878396	0.0239521	92.09	116.79	25.25	11.971401	15.1827	3.282968
